artist,song,link,text
Michael Jackson,Get On The Floor,/m/michael+jackson/get+on+the+floor_20092774.html,"[Intro]  
Ah get on the floor and dance  
Ah, on the floor and dance  
  
[Chorus]  
So get on the floor  
And dance with me  
I love the way you shake your thing  
Especially  
  
[1st Verse]  
There's a chance for dancin'  
All night long  
There's a chance for groovin'  
And it will be soothing  
With a song  
  
[Bridge]  
Then why don't you just  
Dance across the floor  
'Cause there's a chance for chances  
And the chance is choosin'  
And I sure would like just to groove with you  
  
[Chorus]  
So get on the floor  
And dance with me  
I love the way you shake your thing  
Especially  
So get on the floor  
And dance with me  
I love the way you shake that thing (girl)  
Especially  
  
[2nd Verse]  
No need for rejection  
Determined to be  
Gonna groove gonna move ya  
Gonna say things to ya  
Just wait and see  
  
[Bridge]  
Then why don't you just  
Dance across the floor  
'Cause there's a chance for choices  
And it's you I'm choosin'  
And I sure would like just to groove with you  
  
[Chorus]  
So get on the floor  
And dance with me  
I love the way you shake your thing  
Especially  
  
So get on the floor  
And dance with me  
I love the way you shake that thing girl  
Especially  
  
[Chant]  
Get up won't you g'on down  
Shake your body won't you g'on get down  
Get up won't you g'on down  
Shake your body won't you g'on get down...  
  
[Chorus]  
So get on the floor  
And dance with me  
I love the way you shake that thing girl  
Especially  
So get on the floor  
And dance with me  
I love the way you shake your thing (girl)  
Especially  
  
[Chant]  
Get up won't you g'on down  
Shake your body won't you g'on get down  
Get up won't you g'on down  
Shake your body won't you g'on get down  
Get up won't you g'on down  
Shake your body won't you g'on get down  
Get up won't you g'on down  
Shake your body won't you g'on get down  
  
(ad-lib to fade)

"
Michael Jackson,Greatest Show On Earth,/m/michael+jackson/greatest+show+on+earth_20092602.html,"Love is like a circus and a carnival is beautiful to see  
Love can turn your mind around like Ferris wheels and spinning carousels  
  
You'll be a part of the world of make believe  
Flying high like a man on a trapeze  
  
[Chorus]  
Oh, everyday is a holiday  
Get your tickets right away  
Love, love, love  
Is the Greatest Show on Earth  
  
The fantasy you see is like a child again through rainbow colored eyes  
Step right up its circus time and get your moneys worth of love today  
  
You'll be a part of the world of make believe  
Flying high like a man on a trapeze  
  
[Chorus: x2]  
  
Love, love, love  
Is the greatest show on earth (yea e yea)  
Love, love, yea  
Is the greatest show on earth  
Love, love, yea

"
Michael Jackson,Happy,/m/michael+jackson/happy_20092761.html,"I've played the game of love before  
Too young to know  
How hard the fall could be  
I never thought I'd try again  
Somehow you brought  
The gambler out in me  
  
You can deal me in this time around  
Even though the odds are high  
We'll play them down  
You may be a chance I need to take  
And the hand I'm holdin' says it's no mistake  
  
Happy is the way I'm feelin'  
And I know it comes from being with you  
All at once my life is changin'  
And I know it's cause I'm fallin' in love  
With you  
Fallin' in love with you  
Fallin' in love  
Fallin' in love with you  
  
If this is luck then let it ride  
If it's the stars  
They're surely on my side  
I've never been so satisfied  
By love before  
For all the times I've tried  
  
These beginnings could mean more  
Than the brief affair I bargained for  
Little did I know when we began  
That my time had come to win a hand  
  
Happy is the way I'm feelin'  
And I know it comes from being with you  
All at once my life is changin'  
And I know it's cause I'm fallin' in love  
With you  
Fallin' in love with you  
Fallin' in love  
Fallin' in love with you  
  
Please forgive me if I seem  
To be walking through a waking dream  
Laughter never came so easily  
There's a freedom here that's new to me  
  
Happy is the way I'm feelin'  
And I know it comes from being with you  
All at once my life is changin'  
And I know it's cause I'm fallin' in love  
With you  
Fallin' in love with you  
Fallin' in love  
Fallin' in love with you  

"
Michael Jackson,Hollywood Tonight,/m/michael+jackson/hollywood+tonight_20897860.html,"Lipstick in hand  
Tahitian tan  
In her painted on jeans  
  
She dreams of fame  
She changed her name  
To one that fits the movie screen  
She's headed for the big time that means  
  
She's going Hollywood  
She's going Hollywood tonight  
She's going Hollywood  
She's going Hollywood tonight  
She's going Hollywood  
She's going Hollywood tonight  
It's true, that you,  
May never ever have that chance again  
That chance again babe  
  
West bound Greyhound  
To tinsel town  
Just to pursue her movie star dreams  
She's giving hot tricks to men  
Just to get in  
When she was taught that that's not clean  
She's headed for the big time that means  
  
She's going Hollywood  
She's going Hollywood tonight  
She's going Hollywood  
She's going Hollywood tonight  
She's going Hollywood  
She's going Hollywood tonight  
It's true, that you,  
May never ever have that chance again  
That chance again babe  
  
Lipstick in hand  
Tahitian tan  
In her painted on jeans  
  
She dreams of fame  
She changed her name  
To one that fits the movie screen  
She's headed for the big time, that means  
  
She's going Hollywood  
She's going Hollywood tonight  
She's going Hollywood  
She's going Hollywood tonight  
She's going Hollywood  
She's going Hollywood tonight  
It's true, that you,  
May never ever have that chance again  
That chance again babe  
  
You know it baby  
(West bound Greyhound)  
(To tinsel town)  
(Just to pursue her movie star dreams)  
  
(West bound Greyhound)  
(To tinsel town)  
(Just to pursue her movie star dreams)  
  
You know it baby  
(West bound Greyhound)  
(To tinsel town)  
(Just to pursue her movie star dreams)  
  
West bound Greyhound  
To tinsel town  
Just to pursue her movie star dreams  
  
(West bound Greyhound)  
(To tinsel town)  
(Just to pursue her movie star dreams)

"
Michael Jackson,I Just Can't Stop Loving You,/m/michael+jackson/i+just+cant+stop+lovin+you_20225864.html,"Each time the wind blows  
I hear your voice so  
I call your name  
Whispers at morning  
Our love is dawning  
Heaven's glad you came  
  
You know how I feel  
This thing can't go wrong  
I'm so proud to say I love you  
Your love's got me high  
I long to get by  
This time is forever  
Love is the answer  
  
I hear your voice now  
You are my choice now  
The love you bring  
Heaven's in my heart  
At your call  
I hear harps  
And angels sing  
  
You know how I feel  
This thing can't go wrong  
I can't live my life without you  
  
I just can't hold on  
  
I feel we belong  
My life ain't worth living  
If I can't be with you  
  
I just can't stop loving you  
I just can't stop loving you  
And if I stop  
Then tell me just what will I do  
  
Cause I just can't stop loving you  
  
At night when the stars shine  
I pray in you I'll find  
A love so true  
  
When morning awakes me  
Will you come and take me  
I'll wait for you  
  
You know how I feel  
I won't stop until  
I hear your voice saying  
""I do""  
  
""I do""  
This thing can't go wrong  
  
This feeling's so strong  
  
Well, my life ain't worth living  
  
If I can't be with you  
I just can't stop loving you  
I just can't stop loving you  
And if I stop  
Then tell me, just what will I do  
  
I just can't stop loving you  
  
We can change all the world tomorrow  
We can sing songs of yesterday  
I can say, hey farewell to sorrow  
This is my life and I,  
Want to see you for always  
  
I just can't stop loving you  
I just can't stop loving you  
If I can't stop!  
And if I stop  
Then tell me, just what will I do  
  
I just can't stop loving you  
I just can't stop loving you  
You know I do  
Then tell me, just what will I do

"
Michael Jackson,I Never Heard,/m/michael+jackson/i+never+heard_20701424.html,"This is it  
Here I stand  
In the light of the world  
Love is grand  
And this love  
I can feel  
And I know  
Yes, for sure  
It is real  
  
And it seems as though  
I've seen your face a thousand times  
And you know  
That you've seen my face before  
And you said that you don't want me  
To come around  
But many times  
I'm gonna do it to this love  
  
Ooh, yeah  
I never heard a single word about you  
Falling in love wasn't my plan  
I never thought that I would be your lover  
Come on, please, baby  
I'm trustin'  
  
This is it  
Here I stand  
With you I've got the world in my hands  
And this love  
That I feel  
Yes, I know  
That's for sure  
This is real  
  
In my dreams I've seen your face a thousand times  
But I know  
Never felt this way before  
I look at you  
And I can't believe the love I found  
And I know  
That I can never want for more  
  
I never heard a single word about you  
Falling in love wasn't my plan  
I never thought that I would be your lover  
Come on, baby  
I'm trustin'  
  
This is it  
(This is it)  
Here I am  
(Here I am)  
I'm in love  
And I'm at your command  
(Your command)  
This love  
That I feel  
(That I feel)  
Never thought it could feel so real  
  
I can feel you turn the key  
That free my broken heart  
Now I'm not afraid to love  
Against some odds  
And you're everything I know  
That I can want and more  
But I really didn't know it until now  
No, no  
  
I never heard a single word about you  
Falling in love wasn't my plan  
I never thought that I would be your lover  
Come on, baby  
I'm trustin'  
  
Oh, yeah  
I never heard a single  
(Word about you)  
Falling in love wasn't my plan  
I never thought that I could be your lover  
Come on, my baby  
I'm trustin'  
  
Oh, yeah  
I never heard a single  
(Word about you)  
Oh, no  
Come on, my baby  
I'm trustin'  
Yeah, yeah  
I'm trustin'  
Yeah, yeah, yeah  
You see, you see  
I never heard, I never heard  
I never heard, I never heard  
About you

"
Michael Jackson,I Want You Back '98,/m/michael+jackson/i+want+you+back+98_20722774.html,"[Puff Intro]  
Yeah  
The old school  
To the new school  
Bad Boy, remix, let's go  
  
[Black Rob]  
Like that  
Black gon' slide with Mike Jack  
Puff done remixed one hell of a track  
Put me on it  
I wanna know  
How many want it?  
Damn, it feels good to see people love on it  
For those who love slow down  
'Member Motown had a brotha' happy as shit  
I mean the whole sound  
Bangin' and catch six-four since we was shorties  
Fee owes now rebooked from California  
  
Carry 40's but I 'member them times in '79  
When I first started to rhyme  
Sometimes I gots to look back at what it was  
The good old days  
The triple o'shays when there was love  
  
I want you back  
But I can't grab that far  
It's how it is  
When you're living like a star, bad boy  
Come on, let's go  
  
[Mj]  
When I had you to myself  
I didn't want you around  
Those pretty faces  
Always made you  
Stand out in a crowd  
But someone picked you from the bunch  
When love was all it took  
Now it's much too late for me  
To take a second look  
  
Oh baby, give me one more chance  
(To show you that I love you)  
Won't you please let me  
(Back in your heart)  
Oh, darlin' I was blind to let you go  
(Let you go baby)  
But now since I see you in his arms  
(I want you back)  
Oh, I do now  
(I want you back)  
Oh, oh, baby  
(I want you back)  
Yeah, yeah, yeah, yeah  
(I want you back)  
Nah, nah, nah, nah  
  
Trying to live without your love  
Is one long sleepless night  
Let me show you girl  
That I know wrong from right  
Every street you walk on  
I lay tear stains on the ground  
Following the girl  
I didn't even want you around  
  
Let me tell ya now  
Oh baby all I need is one more chance  
(To show you that I love you)  
Won't you please let me  
(Back in your heart)  
Oh darlin' I was blind to let you go  
(Let you go baby)  
But now since I see you in his arms  
(I want you back)  
  
[Black Rob]  
It's just like Jermain Jackson  
Tito, Mike and Marlon  
Only think on my mind now is stardom  
Blowin' the F-up  
My game's stepped up  
'Member when Mike and them  
First came to record  
Singin' hits like Skywriter  
My Girl, People Make The World Go 'Round  
Mama's Pearl, Can't Loose it  
Joyful jukebox music  
Never Can Say Goodbye  
That's why we use it  
  
It's money honey  
So I gots to be there  
And I'm be yo Sugar Daddy  
Say it's real  
Versachi chair, pd, life of the party  
Bad Boy, make joys for everbody  
  
Jackson 5 Chorus in background while:  
  
[Puff Daddy]  
Motown  
Berry Gordy  
History  
Let's go, come on  
Yeah  
Come on  
Yeah  
  
This is the remix, come on  
From the old to the new  
Come on  
Motown  
Rock on  
Yeah, yeah, yeah, yeah  
[Jackson 5 Chorus until fade]

"
Michael Jackson,If'n I Was God,/m/michael+jackson/ifn+i+was+god_20092607.html,"If'n I was God  
Well just for spite  
I wouldn't set the sun at night  
'Til everyone was treated right  
By everyone else they see  
  
If'n I was God  
I'd fix it so without explaining  
Folks would know, they'd know  
What's going on inside  
Of everyone else like me  
  
Nobody hurt nobody else  
Oh no I wouldn't let it be  
Nobody have a need to pray  
Except for thanking me  
  
If'n I was God  
I'd make us wise  
So everyone could realize  
That everywhere beneath the sun  
Everyone needs, everyone  
  
And God that in heaven what I would do  
If'n I was you  
If'n I was God  
Love each other, reach out  
And touch somebody's hand

"
Michael Jackson,I'll Be There,/m/michael+jackson/ill+be+there_20092605.html,"You and I must make a pact  
We must bring salvation back,  
Where there is love, I'll be there. (I'll be there)  
  
I'll reach out my hand to you  
I'll have faith in all you do.  
Just call my name and I'll be there. (I'll be there)  
  
I'll be there to comfort you,  
Build my world of dreams around you,  
I'm so glad that I found you.  
  
I'll be there with a love that's strong,  
I'll be your strength,  
I'll keep holdin' on. (holdin' on)  
Yes I will  
  
Let me fill your heart with joy and laughter,  
Togetherness, girl, is all I'm after,  
Whenever you need me, I'll be there. (I'll be there)  
  
I'll be there to protect you, (yeah baby)  
With unselfish love that respects you.  
Just call my name, I'll be there. (I'll be there)  
  
I'll be there to comfort you,  
Build my world of dreams around you,  
I'm so glad that I found you.  
  
I'll be there with a love that's strong,  
I'll be your strength,  
I'll keep holdin' on.  
Oh oh oh  
Yes I will (holdin' on, holdin' on)  
Yes I will  
  
If you should ever find someone new  
I know he better be good to you  
Cause if he doesn't  
Ill be there (ill be there)  
  
Don't you know baby I'll be there  
I'll be there I'll be there  
  
Just call my name, I'll be there (I'll be there)  
Just look over your shoulders honey! Oh!  
I'll be there, I'll be there,  
Whenever you need me, I'll be there (I'll be there)  
  
Don't you know baby,  
I'll be there, I'll be there  
Just call my name, I'll be there (I'll be there)  
Oh oh oh oh I'll be there, I'll be there

"
Michael Jackson,Invincible,/m/michael+jackson/invincible_20092737.html,"If I could tear down these walls that keep you and I apart  
I know I could claim your heart and our perfect love will start  
But girl you just won't approve of the things that I do  
When all I do is for you but still you say it ain't cool  
  
If there's somebody else, he can't love you like me  
And he says he'll treat you well, he can't treat you like me  
And he's buying diamonds and pearls, he can't do it like me  
And he's talking you all across the world, he can't trick you like me  
  
[Chorus]  
So why ain't you feelin' me, she's invincible  
But I can do anything, she's invincible  
Even when I beg and plead, she's invincible  
Girl won't give in to me, she's invincible  
  
Now many times I've told you of all the things I would do  
But I can't seem to get through no matter how I try to  
So tell me how does it seem that you ain't checking for me  
When I know that I could be more than you could ever dream  
  
If there's somebody else, he can't love you like me  
And he says he'll treat you well, he can't treat you like me  
And he's buying diamonds and pearls, he can't do it like me  
And he's talking you all across the world, he can't trick you like me  
  
[Chorus]  
  
Now some way I'll have to prove all that I said I would do  
Giving you everything, fulfilling your fantasy  
Then maybe you'll change your mind and finally give in time  
Then I'll be showing you what other men are supposed to do for you my baby  
  
[Chorus: x3]

"
Michael Jackson,It's The Falling In Love,/m/michael+jackson/its+the+falling+in+love_20092777.html,"You're not like anybody I ever knew  
But that don't mean that I don't know where we are  
And though I find myself attracted to you  
This time I'm trying not to go too far, cause  
  
No matter how it starts it ends the same  
Someone's always doing someone more  
Trading in the passion for that taste of pain  
It's only gonna happen again  
  
[Chorus]  
It's the fallin' in love that's makin' me high  
It's the being in love that makes me cry cry cry  
It's the fallin' in love that's makin' me high  
It's the being in love that makes me cry cry cry  
All night, all night  
  
And though I'm trying not to look in your eyes  
Each time I do they kind of burn right through me  
Don't want to lay down in a bed full of lies  
And yet my heart is saying come and do me  
  
[Bridge]  
Now we're just a web of mystery  
A possibility of more to come  
I'd rather leave the fantasy of what might be  
But here I go falling again  
  
It's the fallin' in love that's makin' me high  
It's the being in love that makes me cry cry cry  
It's the fallin' in love that's makin' me high  
It's the being in love that makes me cry cry cry  
It's the fallin' in love that's makin' me high  
It's the being in love that makes me cry cry cry  
It's the fallin' in love that's makin' me high  
It's the being in love that makes me cry cry cry  
Over you, over you (all night)  
  
[Chorus]

"
Michael Jackson,Little Susie,/m/michael+jackson/little+susie_20092712.html,"Somebody killed little Susie  
The girl with the tune  
Who sings in the daytime at noon  
She was there screaming  
Beating her voice in her doom  
But nobody came to her soon  
  
A fall down the stairs  
Her dress torn  
Oh the blood in her hair  
A mystery so sullen in air  
She lie there so tenderly  
Fashioned so slenderly  
Lift her with care,  
Oh the blood in her hair  
  
Everyone came to see  
The girl that now is dead  
So blind stare the eyes in her head  
And suddenly a voice from the crowd said  
This girl lived in vain  
Her face bear such agony, such strain  
  
But only the man from next door  
Knew Little Susie and how he cried  
As he reached down  
To close Susie's eyes  
She lie there so tenderly  
Fashioned so slenderly  
Lift her with care  
Oh the blood in her hair  
  
It was all for God's sake  
For her singing the tune  
For someone to feel her despair  
To be damned to know hoping is dead and you're doomed  
Then to scream out  
And nobody's there  
  
She knew no one cared  
  
Father left home, poor mother died  
Leaving Susie alone  
Grandfather's soul too had flown  
No one to care  
Just to love her  
How much can one bear  
Rejecting the needs in her prayers  
  
Neglection can kill  
Like a knife in your soul  
Oh it will  
Little Susie fought so hard to live  
She lie there so tenderly  
Fashioned so slenderly  
Lift her with care  
So young and so fair

"
Michael Jackson,Love Never Felt So Good,/m/michael+jackson/love+never+felt+so+good_20897861.html,"[Intro: Justin Timberlake]  
Dancin'  
Let me see you move, come on  
Dancin'  
Let me see you move  
  
[Verse: Michael Jackson]  
Baby, love never felt so good  
And I doubt if it ever could  
Not like you hold me, hold me  
Oh baby, love never felt so fine  
And I doubt if it's never mine  
Not like you hold me, hold me  
  
[Pre-Chorus: Michael Jackson]  
And the night is gonna be just fine  
Gotta fly, gotta see, can't believe  
I can't take it, cause  
  
[Chorus: Michael Jackson]  
Baby, every time I love you  
In and out of my life, in out baby  
Tell me, if you really love me  
It's in and out of my life, in out baby  
So baby, love never felt so good  
  
[Verse: Justin Timberlake]  
Baby, love never felt so fine  
And I doubt if it was ever mine  
Not like you hold me, hold me  
Oh baby, love never felt so good  
And I doubt if it ever could  
Not like you hold me, hold me  
  
[Pre-Chorus: Justin Timberlake]  
And the night through the thick and thin  
[Michael Jackson]  
Gotta fly, gotta see, can't believe  
I can't take it cause  
  
[Chorus: Michael Jackson]  
Baby, every time I love you  
In and out of my life, in out baby  
Tell me, if you really love me  
It's in and out of my life, in out baby  
So baby, love never felt so good  
  
[Bridge: Justin Timberlake]  
Dancin'  
Let me see you move, come on  
Let me see you move  
Dancin'  
Let me see you move, come on  
I said let me see you move  
Michael  
  
[Pre-Chorus: Michael Jackson]  
And the night, that is good  
Gotta fly, gotta see, can't believe  
I can't take it cause  
  
[Chorus x2: Michael Jackson]  
Baby, every time I love you  
In and out of my life, in out baby  
Tell me, if you really love me  
It's in and out of my life, in out baby  
So baby, love never felt so good

"
Michael Jackson,Make Tonight All Mine,/m/michael+jackson/make+tonight+all+mine_20092786.html,"Oh baby, now, I've been watchin' you, girl  
When you dance, you steal the show  
Just like you stole my heart  
When the lights were low  
All the guys are waiting  
Pleading just to hold you tight  
Oh, darling, no, no, no please not tonight  
  
'Cause now you're in my arms, girl  
You thrill my soul  
C'mon, hold me close  
Rock me slow  
Baby, never let me go  
  
[CHORUS]  
Oh, baby, make tonight all mine  
I can make you happy  
Just gimme a try  
Oh, I've waited such a long, long time  
Make tonight all mine  
(Baby, I...)  
Can satisfy you  
Gonna 'lectrify you  
C'mon, let me prove it  
Show you I can do it  
  
I've been walkin' like a shadow  
Right behind you, by myself  
While you've been walking home  
With someone else  
Don't you know it hurts me  
Seeing you with other guys  
Oh, darling, no, no, no please not tonight  
  
When the party's over, let me walk you home  
I'll hold you close  
Rock you slow  
Never, never let you go  
  
Oh, baby, make tonight all mine  
I can make you happy  
Just gimme a try  
Oh, I've waited such a long, long time  
Make tonight all mine  
(Baby, I...)  
Oh, all, all mine, mine, mine, mine, yeah  
  
Oh, baby, make tonight all mine  
I can make you happy, yeah  
Oh, I've waited such a long, long time  
Make tonight all mine  
(Baby, I...)  
Hey, what you say, girl?  
Can we slip away, girl?  
I want to get into you  
Let me do it to you, oh  
  
(Oh, baby, make tonight all mine)  
(Oh, I've waited such a long, long time)  
(Baby, I...)

"
Michael Jackson,Maybe Tomorrow,/m/michael+jackson/maybe+tomorrow_20092615.html,"I don't know how many stars there are  
Up in the heavenly sky  
I only know my heaven is here on earth  
Each time you look into my eyes  
The way.. You do baby  
  
Thank you, thank you baby  
  
My beautiful bird you have flown away  
I held you to tight, I can see  
  
You're all I need to get by  
No one else can make me cry  
The way you do baby  
  
Chorus:  
You are the book that I read each day  
You are the song That I sing  
Gonna sing it to you  
You are the four seasons of my life  
But maybe tomorrow, you'll change your mind girl  
Maybe tomorrow, you'll come back to my arms girl  
  
(Maybe she won't)  
  
Maybe  
You're all I need to get by  
No one else can make me cry  
The way you do baby  
  
Chorus)

"
Michael Jackson,Men In Black,/m/michael+jackson/men+in+black_20903133.html,"One Limousine Rides Past My House  
Inside Are The Ones Who Tell Prophecy  
Cause Nobody Would Dare Face Them  
In War,  
Cause They Rule The World  
They're The  
Men In Black  
Deciders Of Our Fate  
Men In Black  
The Doorkeepers Of Reality  
Men In Black!  
Don't Try To Hurt Me, Cause I'm Armed  
And I'm Hungry For Life, I Wanna Be One Of You  
The Guys Walking Down The Street  
Time Bends As They Move  
All Are Paralyzed When Look At You  
Cause You're The  
Men In Black  
Deciders Of Our Fate  
Men In Black  
The Doorkeepers Of Reality  
Men In Black!  
Men In Black  
Deciders Of Our Fate  
Men In Black  
The Doorkeepers Of Reality  
Men In Black!  
Pointing Guns, Against The Sun  
Day Night it's The Fight For Your Life  
It's Like A Human jungle  
Tigers And All  
Cause All You Really Need To Fear Is The  
Strongest Ones Of All!  
Men In Black  
Deciders Of Our Fate  
Men In Black  
The Doorkeepers Of Reality  
Men In Black!  
Men In Black  
Deciders Of Our Fate  
Men In Black  
The Doorkeepers Of Reality  
Men In Black!

"
Michael Jackson,Money,/m/michael+jackson/money_20092714.html,"Money  
Money  
  
Lie for it  
Spy for it  
Kill for it  
Die for it  
  
So you call it trust  
But I say it's just  
In the devil's game  
Of greed and lust  
  
They don't care  
They'd do me for the money  
They don't care  
They use me for the money  
  
So you go to church  
Read the holy word  
In the scheme of life  
It's all absurd  
  
They don't care  
They'd kill for the money  
Do or dare  
The thrill for the money  
  
You're saluting the flag  
Your country trusts you  
Now you're wearing a badge  
You're called the ""Just Few""  
And you're fighting the wars  
A soldier must do  
I'll never betray or deceive you my friend but  
  
If you show me the cash  
Then I will take it  
If you tell me to cry  
Then I will fake it  
If you give me a hand  
Then I will shake it  
  
You do anything for money  
  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil  
  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil  
  
Insurance?  
Where do your loyalties lie?  
Is that your alibi?  
I don't think so  
You don't care  
You'd do her for the money  
Say it's fair  
You sue her for the money  
Want your pot of gold  
Need the Midas touch  
Bet you sell your soul  
'Cause your God is such  
You don't care  
You kill for the money  
Do or dare  
The thrill for the money  
  
Are you infected with the same disease of lust, gluttony and greed?  
Then watch the ones  
With the biggest smiles  
The idle jabbers  
'Cause they're the backstabbers  
  
If you know it's a lie  
Then you will swear it  
If you give it with guilt  
Then you will bear it  
If it's taking a chance  
Then you will dare it  
  
You do anything for money  
  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil  
  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil  
  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil  
  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil  
  
You say you wouldn't do it  
For all the money in the world  
I don't think so  
If you show me the man  
Then I will sell him  
If you ask me to lie  
Then I will tell him  
If you're stealing with God  
Then you will hell him  
  
You do anything for money  
  
[Repeat: x8]  
Anything  
Anything  
Anything for money  
Would lie for you  
Would die for you  
Even sell my soul to the devil

"
Michael Jackson,Monster,/m/michael+jackson/monster_20897096.html,"You can look at them climbing up the walls  
You can look at them climbing out the bushes  
You can find them when their letters 'bout to fall  
He'll be waiting with his camera on focus  
Everywhere you seem to turn there's a monster  
When you look up in the air, there's a monster  
Paparazzi got you scared like a monster, monster, monster  
  
Too bad, Hollywood  
(Has got you jumping like you should)  
Too bad  
(Has got you bouncing off the wall,  
Got you drunk enough to fall)  
Too bad  
Hollywood  
Just look in the mirror,  
And tell me you like  
Don't you, don't you like it?  
  
Monster  
He's a monster  
He's an animal  
Monster (yeah)  
He's a monster  
He's an animal  
  
He's coming at ya, coming at ya rather too fast  
On the ceiling momma got you in a zigzag  
And you're running, and you're running just to escape it  
But they're coming for the money so they take it  
Everywhere you seem to turn there's a monster  
When you look up in the air, there's a monster  
Oh, when you see them in the street there's a monster, monster, monster  
  
Too bad, Hollywood  
(Has got you jumping like you should)  
(Has got you bouncing off the wall)  
(Got you drunk enough to fall)  
Too bad  
Hollywood  
Just look in the mirror,  
And tell me you like what you see  
  
Monster  
(He's like an animal)  
He's a monster  
(Just like an animal)  
He's an animal  
(And he's moving in the air)  
Monster  
He's a monster  
He's an animal  
(Everybody wanna be a star)  
  
Why are they, never satisfied  
With in all you give  
You give them your all  
They're watching you fall  
And they eat yourself  
  
Yeah, yeah, yeah  
Catch me in a bad mood, flippin'  
You'll take a whippin'  
Animal, hannibal, cannibal addition  
Tears appear, yeah, blurring your vision  
Fear in the air, screaming, your blood drippin'  
Shiver a second,  
Now, now, now, now what is it  
Funeral's, cemeteries, don't worry it's time to visit  
Broke bones, tombstones, how do you think I'm kidding  
Its home, sweet home, the land of the forbidden  
All hell, run tell, the King has risen  
Two thousand and ten Thriller, there's nothing iller, it's killer  
There vision, the missin' the pack, this is that,  
This the bomb, ring the alarm  
MJ number 1, it's goes on and on  
Its goes on and on  
We get to crippin', its running in the early morn'  
Keep on dreaming there's nowhere to run  
You can drive but you done  
I can feel it in the air, here the monster come.  
  
Too bad, Hollywood  
(Has got you jumping like you should)  
(Got you bouncing off the wall,  
(Got you drunk enough to fall)  
Too bad  
Hollywood  
Just making it clearer, and tell me  
Don't you, don't you like it?  
  
Monster  
(Say you wanna be a star)  
He's a monster  
(Say you wanna go far)  
He's an animal  
(Why do you be stalking me)  
  
Monster  
(What did you do to me)  
He's a monster  
(Why did you take it why did you fake it)  
He's an animal  
  
(Why'd you go and be)  
Monster  
(Why you stalking me)  
He's a monster  
(Why you haunting me)  
He's an animal  
  
(Why'd you do it)  
(Why'd you)  
(Why you stalking me)  
  
Monster  
(Why you haunting me)  
He's a monster  
(Why you haunting me)  
He's an animal  
(Why'd you)  
(Why'd you, oh)  
  
He's dragging you down like a monster  
He's keeping you down like a monster  
  
He's dragging you down like a monster  
He's keeping you down like a monster

"
Michael Jackson,Morphine,/m/michael+jackson/morphine_20092652.html,"He got flat baby  
Kick in the back baby  
A heart attack baby  
I need your body  
  
A hot kiss honey  
He's just a bitch baby  
You make me sick baby  
So unrelying  
  
I'm such a swine baby  
All down the line daddy  
I hate your kind baby  
So unreliable  
  
A hot buzz baby  
He's one of us baby  
Another drug baby  
You so desire  
  
Trust in me  
Trust in me  
Put all your trust in me  
You're doin' morphine  
  
Hoo!  
  
They got place baby  
Kicked in the face baby  
You hate your race baby  
You're just a liar  
  
Your every lick baby  
Your dog's a bitch baby  
You make me sick baby  
You soul survivor  
  
She never cut from me  
She never cut baby  
I had to work baby  
You just a rival  
  
Always to please daddy  
Right up and leave daddy  
You're throwing shame daddy  
So undesirable  
  
Trust in me  
Just in me  
Put all your trsut in me  
You're doin' morphine  
  
Goin' babe  
  
Relax  
This won't hurt you  
Before I put it in  
Close your eyes and count to ten  
  
Don't cry  
I won't convert you  
There's no need to dismay  
Close your eyes and drift away  
  
Demerol  
Demerol  
Oh God he's taking demerol  
Demerol  
Demerol  
Oh God he's taking demerol  
  
He's tried  
Hard to convince her  
To be over what he had  
Today he wants it twice as bad  
Don't cry  
I won't resent you  
Yesterday you had his trust  
Today he's taking twice as much  
  
Demerol  
Demerol  
Oh God he's taking demerol  
Hee-hee-hee  
Demerol  
Demerol  
Oh my Oh God it's Demerol  
Hee  
Oooh  
  
Oh!  
  
He got shit baby  
Your dog's a bitch baby  
You make me sick baby  
You are a liar  
  
Is truth a game daddy  
To win the fame baby  
It's all the same baby  
You're so reliable  
  
Trust in me  
Trust in me  
Put all your trust in me  
She's doin' morphine  
  
Hoo!  
  
You just sit around just talkin' nothing  
You're takin' morphine  
Hoo!  
Go'on baby  
You just sit around just talking about it  
You're takin' morphine  
Hoo-hoo!  
Just sit around just talking nothing about it  
You're takin' morphine  
You just sit around just talking about it  
You're taking morphine  
You just sit around just talkin' nothin'  
And takin' morphine  
  
Hoo-hoo  
I'm going down baby  
You're talkin' Morphine  
  
Go'on baby!  
Hoo!  
Hoo!  
Morphine!  
Do it!  
Hoo!  
He's takin' morphine  
Morphine!  
Morphine!

"
